course_code,video_name,video_code,framework_languages,content_url
FMPS_C029_TEST,مفهوم الانضباط المدرسي الايجابي,FMPS_C029_TEST_V01,"arabic;english,french",https://drive.google.com/file/d/10JJt1Z0bmMRsWY6XtR97xo1cBDvj0Okm/view?usp=drive_link
